order_id,customer_id,product_id,order_date,order_timestamp,quantity,unit_price,discount_amount,order_status,payment_method,_ingestion_timestamp
ORD-00188,CUST-1018,PROD-110,2024-03-01,2024-03-01 16:00:00,2,307.06,10,CANCELLED,Debit_Card,2024-03-01 18:01:00
ORD-00189,CUST-1066,PROD-117,2024-01-21,2024-01-21 12:00:00,3,300.92,10,DELIVERED,Debit_Card,2024-01-21 14:42:00
ORD-00190,CUST-1075,PROD-109,2024-03-01,2024-03-01 00:00:00,3,340.16,5,PENDING,bank_transfer,2024-03-01 01:39:00
ORD-00191,CUST-1007,PROD-118,2024-02-03,2024-02-03 20:00:00,5,293.03,25,DELIVERED,PayPal,2024-02-03 23:25:00
ORD-00192,CUST-1019,PROD-126,2024-03-08,2024-03-08 20:00:00,5,389.55,5,CONFIRMED,credit_card,2024-03-08 23:09:00
ORD-00193,CUST-1054,PROD-104,2024-03-14,2024-03-14 22:00:00,2,19.27,0,DELIVERED,PayPal,2024-03-14 22:33:00
ORD-00194,CUST-1094,PROD-101,2024-02-22,2024-02-22 16:00:00,5,461.05,25,CONFIRMED,PayPal,2024-02-22 19:23:00
ORD-00195,CUST-1023,PROD-114,2024-03-12,2024-03-12 10:00:00,4,267.47,0,CANCELLED,Debit_Card,2024-03-12 12:54:00
ORD-00196,CUST-1032,PROD-108,2024-03-10,2024-03-10 11:00:00,3,308.93,0,CANCELLED,Debit_Card,2024-03-10 13:58:00
ORD-00197,CUST-1091,PROD-115,2024-01-29,2024-01-29 09:00:00,3,355.39,25,SHIPPED,bank_transfer,2024-01-29 12:22:00
ORD-00198,CUST-1087,PROD-117,2024-02-14,2024-02-14 17:00:00,3,151.01,10,DELIVERED,bank_transfer,2024-02-14 20:28:00
ORD-00199,CUST-1011,PROD-111,2024-02-14,2024-02-14 04:00:00,1,150.93,25,DELIVERED,Debit_Card,2024-02-14 05:19:00
ORD-00200,CUST-1090,PROD-108,2024-03-02,2024-03-02 06:00:00,5,142.85,10,CONFIRMED,credit_card,2024-03-02 06:56:00
ORD-00201,CUST-1068,PROD-107,2024-03-19,2024-03-19 23:00:00,2,128.79,25,CONFIRMED,credit_card,2024-03-20 01:35:00
ORD-00202,CUST-1001,PROD-117,2024-01-13,2024-01-13 13:00:00,4,59.26,0,CONFIRMED,bank_transfer,2024-01-13 14:29:00
ORD-00203,CUST-1042,PROD-109,2024-03-24,2024-03-24 15:00:00,2,380.39,0,PENDING,credit_card,2024-03-24 17:07:00
ORD-00204,CUST-1023,PROD-113,2024-03-24,2024-03-24 18:00:00,5,371.95,0,CONFIRMED,credit_card,2024-03-24 19:04:00
ORD-00205,CUST-1039,PROD-118,2024-02-20,2024-02-20 15:00:00,3,439.59,0,CANCELLED,credit_card,2024-02-20 15:52:00
ORD-00206,CUST-1065,PROD-114,2024-02-12,2024-02-12 09:00:00,5,266.91,0,SHIPPED,PayPal,2024-02-12 11:01:00
ORD-00207,CUST-1024,PROD-100,2024-01-15,2024-01-15 10:00:00,4,327.65,25,SHIPPED,Debit_Card,2024-01-15 10:46:00
ORD-00208,CUST-1052,PROD-126,2024-03-13,2024-03-13 21:00:00,2,95.98,25,DELIVERED,Debit_Card,2024-03-14 00:18:00
ORD-00209,CUST-1062,PROD-110,2024-01-12,2024-01-12 12:00:00,1,100.53,0,CONFIRMED,credit_card,2024-01-12 14:56:00
ORD-00210,CUST-1039,PROD-118,2024-02-03,2024-02-03 12:00:00,4,379.33,0,CANCELLED,credit_card,2024-02-03 13:05:00
ORD-00211,CUST-1060,PROD-109,2024-02-03,2024-02-03 20:00:00,2,40.43,0,CONFIRMED,bank_transfer,2024-02-03 21:37:00
ORD-00212,CUST-1038,PROD-111,2024-03-28,2024-03-28 16:00:00,3,348.23,25,CANCELLED,PayPal,2024-03-28 19:54:00
ORD-00213,CUST-1048,PROD-113,2024-01-29,2024-01-29 04:00:00,2,232.93,10,CANCELLED,bank_transfer,2024-01-29 06:07:00
ORD-00214,CUST-1097,PROD-119,2024-03-09,2024-03-09 21:00:00,2,383.3,25,PENDING,bank_transfer,2024-03-10 00:36:00
ORD-00215,CUST-1008,PROD-126,2024-03-08,2024-03-08 22:00:00,1,459.44,0,CANCELLED,PayPal,2024-03-08 23:37:00
ORD-00216,CUST-1057,PROD-103,2024-03-14,2024-03-14 17:00:00,2,170.77,10,CONFIRMED,bank_transfer,2024-03-14 17:43:00
ORD-00217,CUST-1054,PROD-114,2024-01-12,2024-01-12 16:00:00,1,232.17,10,CANCELLED,credit_card,2024-01-12 17:59:00
ORD-00218,CUST-1033,PROD-126,2024-03-12,2024-03-12 14:00:00,3,364.4,5,PENDING,PayPal,2024-03-12 16:57:00
ORD-00219,CUST-1070,PROD-101,2024-03-15,2024-03-15 02:00:00,4,178.81,0,PENDING,bank_transfer,2024-03-15 02:16:00
ORD-00220,CUST-1094,PROD-120,2024-01-05,2024-01-05 09:00:00,2,386.79,25,DELIVERED,Debit_Card,2024-01-05 10:49:00
ORD-00221,CUST-1085,PROD-127,2024-02-18,2024-02-18 14:00:00,4,194.06,25,CANCELLED,PayPal,2024-02-18 17:47:00
ORD-00222,CUST-1068,PROD-104,2024-03-24,2024-03-24 11:00:00,2,496.48,5,CONFIRMED,credit_card,2024-03-24 11:35:00
ORD-00223,CUST-1030,PROD-107,2024-01-03,2024-01-03 09:00:00,5,217.81,5,DELIVERED,Debit_Card,2024-01-03 11:03:00
ORD-00224,CUST-1054,PROD-119,2024-01-20,2024-01-20 08:00:00,1,25.78,25,PENDING,PayPal,2024-01-20 08:53:00
ORD-00225,CUST-1087,PROD-122,2024-01-27,2024-01-27 02:00:00,5,26.44,10,PENDING,PayPal,2024-01-27 02:30:00
ORD-00226,CUST-1018,PROD-116,2024-01-06,2024-01-06 12:00:00,2,274.47,0,SHIPPED,PayPal,2024-01-06 13:57:00
ORD-00227,CUST-1031,PROD-109,2024-03-14,2024-03-14 10:00:00,5,388.53,0,CONFIRMED,PayPal,2024-03-14 12:32:00
ORD-00228,CUST-1095,PROD-129,2024-02-22,2024-02-22 09:00:00,1,282.78,10,CONFIRMED,bank_transfer,2024-02-22 10:15:00
ORD-00229,CUST-1049,PROD-125,2024-03-12,2024-03-12 15:00:00,3,471.37,25,CANCELLED,Debit_Card,2024-03-12 15:17:00
ORD-00230,CUST-1097,PROD-117,2024-03-30,2024-03-30 13:00:00,2,156.94,0,DELIVERED,PayPal,2024-03-30 14:49:00
ORD-00231,CUST-1072,PROD-113,2024-01-29,2024-01-29 09:00:00,2,404.82,0,DELIVERED,PayPal,2024-01-29 12:44:00
ORD-00232,CUST-1058,PROD-127,2024-02-19,2024-02-19 07:00:00,2,171.82,0,SHIPPED,credit_card,2024-02-19 08:10:00
ORD-00233,CUST-1087,PROD-119,2024-03-09,2024-03-09 23:00:00,2,35.24,5,CANCELLED,credit_card,2024-03-10 02:37:00
ORD-00234,CUST-1028,PROD-115,2024-01-10,2024-01-10 06:00:00,5,364.9,10,CONFIRMED,Debit_Card,2024-01-10 09:30:00
ORD-00235,CUST-1096,PROD-124,2024-02-08,2024-02-08 00:00:00,2,481.41,0,DELIVERED,PayPal,2024-02-08 00:59:00
ORD-00236,CUST-1071,PROD-110,2024-03-30,2024-03-30 19:00:00,2,204.34,0,SHIPPED,bank_transfer,2024-03-30 22:05:00
ORD-00237,CUST-1066,PROD-128,2024-02-29,2024-02-29 17:00:00,3,161.12,0,DELIVERED,bank_transfer,2024-02-29 19:51:00
ORD-00238,CUST-1041,PROD-113,2024-01-13,2024-01-13 23:00:00,3,458.01,0,PENDING,PayPal,2024-01-14 01:05:00
ORD-00239,CUST-1093,PROD-113,2024-01-19,2024-01-19 00:00:00,5,468.02,10,SHIPPED,PayPal,2024-01-19 01:11:00
ORD-00240,CUST-1064,PROD-117,2024-01-26,2024-01-26 10:00:00,4,289.19,0,SHIPPED,Debit_Card,2024-01-26 11:03:00
ORD-00241,CUST-1046,PROD-105,2024-03-03,2024-03-03 23:00:00,4,235.8,25,CONFIRMED,bank_transfer,2024-03-04 01:49:00
ORD-00242,CUST-1086,PROD-101,2024-01-24,2024-01-24 17:00:00,1,266.72,0,PENDING,bank_transfer,2024-01-24 19:49:00
ORD-00243,CUST-1028,PROD-116,2024-01-18,2024-01-18 20:00:00,1,356.5,0,DELIVERED,Debit_Card,2024-01-18 21:04:00
ORD-00244,CUST-1063,PROD-100,2024-01-08,2024-01-08 19:00:00,5,457.24,25,PENDING,bank_transfer,2024-01-08 21:48:00
ORD-00245,CUST-1003,PROD-116,2024-01-02,2024-01-02 00:00:00,3,272.5,0,DELIVERED,PayPal,2024-01-02 02:20:00
ORD-00246,CUST-1068,PROD-108,2024-01-14,2024-01-14 03:00:00,2,128.06,10,SHIPPED,Debit_Card,2024-01-14 05:19:00
ORD-00247,CUST-1090,PROD-107,2024-02-20,2024-02-20 02:00:00,4,234.9,0,SHIPPED,credit_card,2024-02-20 03:40:00
ORD-00248,CUST-1049,PROD-117,2024-03-24,2024-03-24 20:00:00,1,55.81,5,DELIVERED,credit_card,2024-03-24 23:19:00
ORD-00249,CUST-1083,PROD-125,2024-03-22,2024-03-22 00:00:00,2,50.51,5,SHIPPED,credit_card,2024-03-22 03:04:00
ORD-00250,CUST-1073,PROD-115,2024-03-08,2024-03-08 01:00:00,2,451.61,25,SHIPPED,credit_card,2024-03-08 02:03:00
ORD-00251,CUST-1023,PROD-129,2024-01-10,2024-01-10 21:00:00,5,286.11,0,SHIPPED,credit_card,2024-01-10 22:16:00
ORD-00252,CUST-1021,PROD-118,2024-01-27,2024-01-27 18:00:00,4,465.14,0,CONFIRMED,bank_transfer,2024-01-27 18:41:00
ORD-00253,CUST-1089,PROD-123,2024-03-27,2024-03-27 17:00:00,4,380.24,0,PENDING,Debit_Card,2024-03-27 18:29:00
ORD-00254,CUST-1078,PROD-124,2024-01-07,2024-01-07 03:00:00,2,420.94,0,CANCELLED,bank_transfer,2024-01-07 04:56:00
ORD-00255,CUST-1063,PROD-107,2024-02-11,2024-02-11 00:00:00,3,393.93,5,SHIPPED,bank_transfer,2024-02-11 02:47:00
ORD-00256,CUST-1099,PROD-119,2024-02-25,2024-02-25 05:00:00,5,333.72,0,SHIPPED,PayPal,2024-02-25 07:59:00
ORD-00257,CUST-1020,PROD-123,2024-01-10,2024-01-10 02:00:00,2,196.19,25,DELIVERED,Debit_Card,2024-01-10 03:13:00
ORD-00258,CUST-1047,PROD-124,2024-02-16,2024-02-16 03:00:00,1,472.04,5,SHIPPED,credit_card,2024-02-16 03:28:00
ORD-00259,CUST-1066,PROD-113,2024-01-17,2024-01-17 02:00:00,4,229.92,10,PENDING,credit_card,2024-01-17 02:52:00
ORD-00260,CUST-1050,PROD-100,2024-01-12,2024-01-12 11:00:00,1,302.48,0,SHIPPED,bank_transfer,2024-01-12 13:26:00
ORD-00261,CUST-1074,PROD-116,2024-02-19,2024-02-19 02:00:00,5,453.54,0,CONFIRMED,bank_transfer,2024-02-19 05:10:00
ORD-00262,CUST-1009,PROD-105,2024-01-22,2024-01-22 04:00:00,3,141.51,0,DELIVERED,Debit_Card,2024-01-22 05:13:00
ORD-00263,CUST-1093,PROD-120,2024-02-23,2024-02-23 09:00:00,1,186.94,0,DELIVERED,PayPal,2024-02-23 11:08:00
ORD-00264,CUST-1043,PROD-126,2024-02-28,2024-02-28 03:00:00,3,13.31,5,CANCELLED,bank_transfer,2024-02-28 03:39:00
ORD-00265,CUST-1077,PROD-104,2024-02-12,2024-02-12 14:00:00,4,409.57,25,SHIPPED,Debit_Card,2024-02-12 15:30:00
ORD-00266,CUST-1041,PROD-109,2024-03-18,2024-03-18 22:00:00,4,163.94,5,DELIVERED,PayPal,2024-03-18 22:56:00
ORD-00267,CUST-1026,PROD-118,2024-02-11,2024-02-11 12:00:00,4,188.85,10,CANCELLED,PayPal,2024-02-11 13:16:00
ORD-00268,CUST-1057,PROD-125,2024-03-28,2024-03-28 17:00:00,4,472.05,0,SHIPPED,credit_card,2024-03-28 17:11:00
ORD-00269,CUST-1033,PROD-121,2024-02-22,2024-02-22 21:00:00,2,320.32,0,CONFIRMED,bank_transfer,2024-02-22 23:12:00
ORD-00270,CUST-1069,PROD-116,2024-02-18,2024-02-18 02:00:00,5,244.82,5,DELIVERED,credit_card,2024-02-18 03:59:00
ORD-00271,CUST-1014,PROD-124,2024-02-16,2024-02-16 22:00:00,5,300.96,0,CONFIRMED,Debit_Card,2024-02-17 01:54:00
ORD-00272,CUST-1087,PROD-120,2024-01-22,2024-01-22 20:00:00,1,285.97,25,DELIVERED,Debit_Card,2024-01-22 22:41:00
ORD-00273,CUST-1096,PROD-116,2024-02-25,2024-02-25 03:00:00,1,136.77,10,CANCELLED,PayPal,2024-02-25 03:07:00
ORD-00274,CUST-1089,PROD-116,2024-02-27,2024-02-27 11:00:00,4,388.44,10,CONFIRMED,Debit_Card,2024-02-27 12:45:00
ORD-00275,CUST-1015,PROD-126,2024-01-04,2024-01-04 15:00:00,3,213.82,0,CONFIRMED,Debit_Card,2024-01-04 15:31:00
ORD-00276,CUST-1061,PROD-103,2024-02-09,2024-02-09 10:00:00,2,265.34,0,DELIVERED,bank_transfer,2024-02-09 12:01:00
ORD-00277,CUST-1003,PROD-127,2024-02-10,2024-02-10 02:00:00,1,406.98,0,SHIPPED,credit_card,2024-02-10 03:21:00
ORD-00278,CUST-1021,PROD-110,2024-03-27,2024-03-27 05:00:00,2,262.83,10,CANCELLED,bank_transfer,2024-03-27 08:14:00
ORD-00279,CUST-1082,PROD-121,2024-02-29,2024-02-29 07:00:00,4,318.57,0,DELIVERED,bank_transfer,2024-02-29 10:29:00
ORD-00280,CUST-1050,PROD-100,2024-01-04,2024-01-04 23:00:00,2,230.28,5,CONFIRMED,PayPal,2024-01-05 01:42:00
ORD-00281,CUST-1024,PROD-111,2024-02-05,2024-02-05 22:00:00,1,292.89,10,SHIPPED,PayPal,2024-02-06 01:32:00
ORD-00282,CUST-1041,PROD-119,2024-02-28,2024-02-28 03:00:00,4,268.57,25,DELIVERED,bank_transfer,2024-02-28 04:12:00
ORD-00283,CUST-1023,PROD-126,2024-03-16,2024-03-16 03:00:00,3,424.29,10,SHIPPED,credit_card,2024-03-16 04:34:00
ORD-00284,CUST-1024,PROD-111,2024-03-27,2024-03-27 04:00:00,1,126.89,0,CONFIRMED,bank_transfer,2024-03-27 05:25:00
ORD-00285,CUST-1063,PROD-120,2024-02-23,2024-02-23 19:00:00,5,198.01,0,CANCELLED,PayPal,2024-02-23 19:40:00
ORD-00286,CUST-1058,PROD-119,2024-03-12,2024-03-12 05:00:00,3,78.74,0,PENDING,Debit_Card,2024-03-12 07:10:00
ORD-00287,CUST-1065,PROD-120,2024-01-02,2024-01-02 15:00:00,2,409.45,10,DELIVERED,bank_transfer,2024-01-02 15:39:00
ORD-00288,CUST-1073,PROD-100,2024-03-28,2024-03-28 15:00:00,4,249.45,0,CONFIRMED,Debit_Card,2024-03-28 16:51:00
ORD-00289,CUST-1073,PROD-123,2024-01-05,2024-01-05 08:00:00,5,151.44,5,DELIVERED,credit_card,2024-01-05 09:02:00
ORD-00290,CUST-1070,PROD-126,2024-03-14,2024-03-14 03:00:00,5,413.4,0,PENDING,bank_transfer,2024-03-14 04:13:00
ORD-00291,CUST-1097,PROD-107,2024-03-10,2024-03-10 06:00:00,1,370.62,25,SHIPPED,credit_card,2024-03-10 07:53:00
ORD-00292,CUST-1100,PROD-125,2024-02-27,2024-02-27 08:00:00,1,225.13,0,CONFIRMED,PayPal,2024-02-27 09:34:00
ORD-00293,CUST-1079,PROD-104,2024-03-16,2024-03-16 22:00:00,5,320.05,0,CONFIRMED,PayPal,2024-03-16 23:34:00
ORD-00294,CUST-1022,PROD-110,2024-01-08,2024-01-08 18:00:00,5,147.72,10,SHIPPED,Debit_Card,2024-01-08 19:34:00
ORD-00295,CUST-1013,PROD-104,2024-03-14,2024-03-14 08:00:00,5,492.88,25,DELIVERED,credit_card,2024-03-14 11:44:00
ORD-00296,CUST-1042,PROD-126,2024-02-05,2024-02-05 20:00:00,2,132.33,25,CONFIRMED,bank_transfer,2024-02-05 20:37:00
ORD-00297,CUST-1058,PROD-102,2024-03-03,2024-03-03 04:00:00,3,317.62,5,PENDING,bank_transfer,2024-03-03 06:32:00
ORD-00298,CUST-1042,PROD-118,2024-03-06,2024-03-06 23:00:00,3,232.79,5,PENDING,credit_card,2024-03-07 00:16:00
ORD-00299,CUST-1051,PROD-106,2024-02-28,2024-02-28 20:00:00,3,426.54,10,DELIVERED,PayPal,2024-02-28 22:55:00
ORD-00300,CUST-1017,PROD-118,2024-03-04,2024-03-04 08:00:00,3,175.49,10,DELIVERED,Debit_Card,2024-03-04 09:27:00
ORD-00301,CUST-1003,PROD-103,2024-03-28,2024-03-28 01:00:00,1,316.82,5,CONFIRMED,bank_transfer,2024-03-28 01:16:00
ORD-00302,CUST-1084,PROD-109,2024-02-28,2024-02-28 00:00:00,2,497.88,0,CONFIRMED,Debit_Card,2024-02-28 01:54:00
ORD-00303,CUST-1084,PROD-105,2024-01-12,2024-01-12 20:00:00,3,50.38,25,PENDING,bank_transfer,2024-01-12 21:37:00
ORD-00304,CUST-1091,PROD-103,2024-03-21,2024-03-21 09:00:00,2,220.31,0,PENDING,PayPal,2024-03-21 12:10:00
ORD-00305,CUST-1057,PROD-100,2024-03-02,2024-03-02 02:00:00,5,120.82,25,PENDING,Debit_Card,2024-03-02 02:38:00
ORD-00306,CUST-1050,PROD-102,2024-01-16,2024-01-16 13:00:00,2,244.06,0,PENDING,credit_card,2024-01-16 16:02:00
ORD-00307,CUST-1083,PROD-121,2024-02-10,2024-02-10 11:00:00,3,77.18,0,CONFIRMED,credit_card,2024-02-10 14:50:00
ORD-00308,CUST-1045,PROD-123,2024-03-08,2024-03-08 18:00:00,5,328.5,5,CONFIRMED,PayPal,2024-03-08 18:07:00
ORD-00309,CUST-1013,PROD-104,2024-02-22,2024-02-22 19:00:00,4,431.37,0,PENDING,bank_transfer,2024-02-22 22:00:00
ORD-00310,CUST-1011,PROD-107,2024-02-14,2024-02-14 13:00:00,2,131.41,25,CANCELLED,Debit_Card,2024-02-14 14:25:00
ORD-00311,CUST-1066,PROD-106,2024-03-29,2024-03-29 00:00:00,3,110.66,10,DELIVERED,Debit_Card,2024-03-29 03:42:00
ORD-00312,CUST-1031,PROD-115,2024-03-23,2024-03-23 01:00:00,2,252.48,0,CANCELLED,credit_card,2024-03-23 04:25:00
ORD-00313,CUST-1054,PROD-111,2024-03-08,2024-03-08 00:00:00,3,74.66,10,CANCELLED,PayPal,2024-03-08 01:37:00
ORD-00314,CUST-1028,PROD-101,2024-03-01,2024-03-01 02:00:00,5,43.08,0,PENDING,bank_transfer,2024-03-01 02:09:00
ORD-00315,CUST-1090,PROD-112,2024-03-05,2024-03-05 09:00:00,5,385.87,5,PENDING,PayPal,2024-03-05 11:45:00
ORD-00316,CUST-1020,PROD-117,2024-02-05,2024-02-05 02:00:00,1,260.53,0,SHIPPED,bank_transfer,2024-02-05 03:24:00
ORD-00317,CUST-1094,PROD-127,2024-03-16,2024-03-16 20:00:00,1,161.97,5,CONFIRMED,credit_card,2024-03-16 23:20:00
ORD-00318,CUST-1008,PROD-109,2024-02-01,2024-02-01 02:00:00,1,232.14,10,CONFIRMED,credit_card,2024-02-01 03:56:00
ORD-00319,CUST-1067,PROD-116,2024-01-02,2024-01-02 22:00:00,1,90.27,0,SHIPPED,PayPal,2024-01-02 22:40:00
ORD-00320,CUST-1099,PROD-128,2024-02-17,2024-02-17 04:00:00,3,369.13,0,PENDING,Debit_Card,2024-02-17 07:16:00
ORD-00321,CUST-1081,PROD-102,2024-02-24,2024-02-24 08:00:00,1,138.84,10,DELIVERED,bank_transfer,2024-02-24 10:19:00
ORD-00322,CUST-1048,PROD-105,2024-03-06,2024-03-06 11:00:00,4,431.08,0,SHIPPED,credit_card,2024-03-06 11:19:00
ORD-00323,CUST-1001,PROD-101,2024-03-14,2024-03-14 21:00:00,1,121.91,10,PENDING,PayPal,2024-03-15 00:10:00
ORD-00324,CUST-1005,PROD-117,2024-01-06,2024-01-06 15:00:00,4,460.9,0,DELIVERED,PayPal,2024-01-06 16:38:00
ORD-00325,CUST-1074,PROD-111,2024-02-11,2024-02-11 07:00:00,3,142.91,0,PENDING,credit_card,2024-02-11 08:51:00
ORD-00326,CUST-1009,PROD-128,2024-01-23,2024-01-23 07:00:00,5,490.88,5,DELIVERED,Debit_Card,2024-01-23 10:30:00
ORD-00327,CUST-1026,PROD-109,2024-02-09,2024-02-09 10:00:00,5,233.8,0,CANCELLED,Debit_Card,2024-02-09 10:27:00
ORD-00328,CUST-1099,PROD-124,2024-03-20,2024-03-20 07:00:00,3,299.92,5,CONFIRMED,PayPal,2024-03-20 09:03:00
ORD-00329,CUST-1082,PROD-126,2024-01-20,2024-01-20 00:00:00,1,124.16,0,PENDING,Debit_Card,2024-01-20 01:49:00
ORD-00330,CUST-1031,PROD-113,2024-01-01,2024-01-01 21:00:00,3,60.93,10,DELIVERED,credit_card,2024-01-01 22:41:00
ORD-00331,CUST-1067,PROD-113,2024-01-19,2024-01-19 22:00:00,1,31.5,0,SHIPPED,bank_transfer,2024-01-19 23:16:00
ORD-00332,CUST-1010,PROD-118,2024-01-11,2024-01-11 18:00:00,5,75.41,5,CANCELLED,credit_card,2024-01-11 18:29:00
ORD-00333,CUST-1051,PROD-122,2024-02-25,2024-02-25 21:00:00,2,152.91,0,SHIPPED,Debit_Card,2024-02-25 21:38:00
ORD-00334,CUST-1100,PROD-124,2024-02-27,2024-02-27 08:00:00,1,472.33,0,CANCELLED,credit_card,2024-02-27 09:04:00
ORD-00335,CUST-1016,PROD-117,2024-01-20,2024-01-20 03:00:00,4,238.36,5,SHIPPED,PayPal,2024-01-20 03:47:00
ORD-00336,CUST-1021,PROD-125,2024-02-27,2024-02-27 09:00:00,3,427.71,0,SHIPPED,credit_card,2024-02-27 11:03:00
ORD-00337,CUST-1051,PROD-116,2024-01-28,2024-01-28 10:00:00,1,358.46,0,PENDING,Debit_Card,2024-01-28 10:42:00
ORD-00338,CUST-1096,PROD-117,2024-02-03,2024-02-03 05:00:00,4,428.74,10,CONFIRMED,credit_card,2024-02-03 05:12:00
ORD-00339,CUST-1100,PROD-107,2024-02-29,2024-02-29 03:00:00,2,69.5,0,CONFIRMED,PayPal,2024-02-29 06:30:00
ORD-00340,CUST-1010,PROD-100,2024-02-21,2024-02-21 11:00:00,1,295.33,0,PENDING,PayPal,2024-02-21 14:00:00
ORD-00341,CUST-1016,PROD-101,2024-03-23,2024-03-23 14:00:00,2,55.06,0,DELIVERED,credit_card,2024-03-23 17:32:00
ORD-00342,CUST-1088,PROD-113,2024-01-22,2024-01-22 18:00:00,4,253.09,5,CONFIRMED,Debit_Card,2024-01-22 19:55:00
ORD-00343,CUST-1005,PROD-119,2024-01-28,2024-01-28 05:00:00,3,228.54,0,CANCELLED,PayPal,2024-01-28 06:15:00
ORD-00344,CUST-1008,PROD-102,2024-03-23,2024-03-23 09:00:00,4,442.55,5,SHIPPED,bank_transfer,2024-03-23 11:12:00
ORD-00345,CUST-1003,PROD-112,2024-01-18,2024-01-18 13:00:00,5,132.07,10,SHIPPED,bank_transfer,2024-01-18 13:56:00
ORD-00346,CUST-1035,PROD-105,2024-03-10,2024-03-10 15:00:00,5,256.16,5,PENDING,Debit_Card,2024-03-10 16:33:00
ORD-00347,CUST-1068,PROD-111,2024-03-17,2024-03-17 07:00:00,3,38.7,5,CANCELLED,PayPal,2024-03-17 07:12:00
ORD-00348,CUST-1008,PROD-124,2024-01-21,2024-01-21 03:00:00,2,140.59,25,CONFIRMED,bank_transfer,2024-01-21 04:08:00
ORD-00349,CUST-1090,PROD-111,2024-02-15,2024-02-15 05:00:00,2,300.32,25,CANCELLED,credit_card,2024-02-15 05:50:00
ORD-00350,CUST-1025,PROD-126,2024-03-31,2024-03-31 22:00:00,5,286.16,10,DELIVERED,Debit_Card,2024-03-31 23:35:00
ORD-00351,CUST-1029,PROD-100,2024-01-23,2024-01-23 15:00:00,1,37.51,10,CANCELLED,bank_transfer,2024-01-23 15:14:00
ORD-00352,CUST-1044,PROD-122,2024-01-01,2024-01-01 10:00:00,5,108.71,0,CONFIRMED,Debit_Card,2024-01-01 13:59:00
ORD-00353,CUST-1100,PROD-103,2024-01-08,2024-01-08 00:00:00,5,355.29,0,CANCELLED,Debit_Card,2024-01-08 00:42:00
ORD-00354,CUST-1039,PROD-110,2024-01-10,2024-01-10 11:00:00,4,297.14,0,CONFIRMED,PayPal,2024-01-10 14:05:00
ORD-00355,CUST-1089,PROD-128,2024-02-25,2024-02-25 20:00:00,3,95.35,10,CANCELLED,Debit_Card,2024-02-25 22:09:00
ORD-00356,CUST-1089,PROD-109,2024-01-29,2024-01-29 21:00:00,2,195.4,25,CONFIRMED,PayPal,2024-01-29 23:35:00
ORD-00357,CUST-1005,PROD-105,2024-01-01,2024-01-01 22:00:00,4,426.86,10,CANCELLED,Debit_Card,2024-01-02 00:31:00
ORD-00358,CUST-1019,PROD-110,2024-03-19,2024-03-19 07:00:00,5,61.0,5,PENDING,PayPal,2024-03-19 09:48:00
ORD-00359,CUST-1082,PROD-123,2024-02-14,2024-02-14 10:00:00,1,412.6,25,SHIPPED,bank_transfer,2024-02-14 10:47:00
ORD-00360,CUST-1033,PROD-125,2024-01-02,2024-01-02 08:00:00,2,349.65,0,PENDING,credit_card,2024-01-02 08:58:00
ORD-00361,CUST-1064,PROD-128,2024-01-07,2024-01-07 12:00:00,4,484.85,5,DELIVERED,Debit_Card,2024-01-07 13:57:00
ORD-00362,CUST-1084,PROD-124,2024-03-10,2024-03-10 12:00:00,4,396.47,10,CONFIRMED,PayPal,2024-03-10 12:30:00
ORD-00363,CUST-1034,PROD-103,2024-02-27,2024-02-27 02:00:00,1,154.5,0,PENDING,Debit_Card,2024-02-27 05:29:00
ORD-00364,CUST-1044,PROD-119,2024-01-22,2024-01-22 12:00:00,1,278.04,0,CANCELLED,bank_transfer,2024-01-22 12:46:00
ORD-00365,CUST-1021,PROD-101,2024-03-31,2024-03-31 00:00:00,2,307.58,5,PENDING,Debit_Card,2024-03-31 01:55:00
ORD-00366,CUST-1070,PROD-108,2024-01-27,2024-01-27 06:00:00,5,363.79,25,SHIPPED,Debit_Card,2024-01-27 07:49:00
ORD-00367,CUST-1020,PROD-101,2024-01-31,2024-01-31 03:00:00,4,290.16,5,SHIPPED,credit_card,2024-01-31 03:17:00
ORD-00368,CUST-1004,PROD-106,2024-02-24,2024-02-24 02:00:00,5,245.35,0,CONFIRMED,Debit_Card,2024-02-24 03:20:00
ORD-00369,CUST-1061,PROD-115,2024-01-11,2024-01-11 15:00:00,1,161.08,5,SHIPPED,credit_card,2024-01-11 18:41:00
ORD-00370,CUST-1048,PROD-105,2024-03-23,2024-03-23 17:00:00,2,191.79,5,DELIVERED,credit_card,2024-03-23 18:44:00
ORD-00371,CUST-1073,PROD-101,2024-02-03,2024-02-03 14:00:00,3,120.85,0,CONFIRMED,credit_card,2024-02-03 16:04:00
ORD-00372,CUST-1030,PROD-117,2024-01-11,2024-01-11 21:00:00,5,212.84,10,PENDING,bank_transfer,2024-01-11 22:33:00
ORD-00373,CUST-1061,PROD-109,2024-03-07,2024-03-07 13:00:00,4,290.62,0,PENDING,bank_transfer,2024-03-07 15:22:00
ORD-00374,CUST-1080,PROD-104,2024-01-05,2024-01-05 16:00:00,5,402.21,25,PENDING,bank_transfer,2024-01-05 18:31:00
ORD-00375,CUST-1011,PROD-121,2024-01-23,2024-01-23 05:00:00,2,71.82,5,DELIVERED,PayPal,2024-01-23 05:59:00
